"z_id","address","lat","long","price","saledate","pricepersqft","beds","baths","sqft","acres","yr_built"
"zpid_92246105","174-N-Twin-Oaks-Ter-South-Burlington-VT-05403",44.452832,-73.169823,166000,"4/4/16",NA,2,1,NA,NA,1980
"zpid_12654428","127-Hayward-St-129-Burlington-VT-05401",44.465354,-73.213172,351000,"4/4/16",243,4,2,1440,967494212.853673,1906
"zpid_12649586","65-Green-Acres-Dr-Burlington-VT-05408",44.512596,-73.256286,207500,"4/4/16",247,3,1,840,73096782.1844353,1954
"zpid_92285967","208-Locust-Hill-Rd-53-Shelburne-VT-05482",44.418546,-73.2089,160000,"4/4/16",130,NA,1.5,1224,NA,1985
"zpid_92261878","1220-Sherman-Hollow-Rd-Huntington-VT-05462",44.354331,-73.011375,241025,"4/4/16",NA,NA,NA,NA,1,NA
"zpid_81622732","53-Fog-Valley-Rd-New-Haven-VT-05472",44.095705,-73.104531,125000,"4/4/16",90,3,2,1380,10.1,2000
"zpid_124788551","97-Blackberry-Ln-South-Burlington-VT-05403",44.351833,-72.750344,389000,"4/4/16",NA,NA,NA,NA,NA,NA
"zpid_92009061","52-Cyr-Rd-Washington-VT-05675",44.126971,-72.412381,30000,"4/4/16",NA,NA,NA,NA,0.75,NA
"zpid_92252070","261-Bissette-Dr-Colchester-VT-05446",44.540233,-73.247253,213000,"4/4/16",221,3,1,960,0.35,1974
"zpid_12650333","37-Leonard-St-Burlington-VT-05408",44.50505,-73.244453,210000,"4/4/16",NA,0,0,0,0.15,0
"zpid_92251112","947-Oak-Hill-Rd-Williston-VT-05495",44.426497,-73.076592,980000,"4/4/16",223,4,3.5,4391,17.6,2005
"zpid_81611732","115-Noyes-St-Richford-VT-05476",44.986931,-72.673711,60000,"4/4/16",39,4,2,1504,967641136.865932,1880
"zpid_115797468","27-Glen-Ridge-Ln-Saint-Albans-VT-05478",44.905513,-73.065776,208000,"4/4/16",122,3,2,1704,0.27,2006
"zpid_2101765977","157-Deer-Ridge-Way-Woodstock-VT-05091",43.618207,-72.568537,217300,"4/1/16",108,3,3,2000,1.76,1980
"zpid_75421038","222-Grandview-St-Bennington-VT-05201",42.874721,-73.191709,144000,"4/1/16",64,4,2,2250,0.39,1905
"zpid_75420702","119-Spring-St-Bennington-VT-05201",42.882794,-73.192634,145000,"4/1/16",54,5,2,2684,1199918455.27755,1890
"zpid_75419790","301-Chester-Knoll-Dr-Bennington-VT-05201",42.879813,-73.208366,107000,"4/1/16",NA,NA,NA,NA,NA,NA
"zpid_92035527","2998-Vt-Route-11-Londonderry-VT-05148",43.22275,-72.795435,65000,"4/1/16",29,5,4,2200,2.37,NA
"zpid_92263412","207-Laurel-Hill-Dr-South-Burlington-VT-05403",44.43741,-73.202518,310000,"4/1/16",NA,3,2,NA,75661.8907943067,1963
"zpid_115789114","15-East-Rd-UNIT-108-Fairfax-VT-05454",44.653828,-73.000176,197000,"4/1/16",123,2,3,1600,NA,2008
"zpid_92280963","5-Russell-St-Winooski-VT-05404",44.493653,-73.181091,225000,"4/1/16",144,3,3,1558,NA,2008
"zpid_125934483","62-Bay-Hollow-Ln-Colchester-VT-05446",44.54221,-73.20146,299500,"4/1/16",NA,NA,NA,NA,NA,NA
"zpid_12651568","4-Haswell-St-Burlington-VT-05401",44.484458,-73.223258,325000,"4/1/16",197,5,2,1649,1197542422.2199,1899
"zpid_122658922","28-Overlook-Dr-Fairfax-VT-05454",44.6904,-73.0669,95400,"4/1/16",NA,NA,NA,NA,1.68,NA
"zpid_92251233","80-Austin-Dr-Burlington-VT-05401",44.451524,-73.221511,145000,"4/1/16",204,NA,1,708,NA,1969
"zpid_92270289","117-Hemlock-Rd-Milton-VT-05468",44.51019,-72.75514,240000,"4/1/16",147,3,1,1632,0.44,1976
"zpid_92276126","19-Saxonhollow-Dr-UNIT-E4-Essex-Junction-VT-05452",44.49029,-73.052381,235000,"4/1/16",128,3,3,1835,NA,1989
"zpid_75432223","552-Lake-Rd-Saint-Albans-VT-05478",44.811049,-73.135061,266700,"4/1/16",126,4,1.5,2108,4.51,1902
"zpid_49677387","207-Laurel-Hill-Dr-South-Burlington-VT-05403",44.437545,-73.202445,310000,"4/1/16",NA,0,0,0,0.219995408631772,0
"zpid_92261345","56-Lincoln-St-APT-1-Essex-Junction-VT-05452",44.495541,-73.111824,239000,"4/1/16",110,3,3,2162,NA,2005
"zpid_92278734","4-Irene-Ave-Essex-Junction-VT-05452",44.515387,-73.046401,250000,"4/1/16",145,2,2,1716,508990199.081864,2006
"zpid_75432616","4723-Lower-Newton-Rd-Swanton-VT-05488",44.856371,-73.152393,173000,"4/1/16",NA,NA,NA,NA,1.01,NA
"zpid_92279792","11-Clifford-Dr-UNIT-102-Milton-VT-05468",44.626664,-73.141125,282000,"4/1/16",115,3,3,2433,NA,2009
"zpid_92013539","4124-Us-Route-5-N-Bradford-VT-05033",43.956983,-72.115491,230000,"4/1/16",NA,NA,NA,NA,1.9,NA
"zpid_12654968","487-S-Prospect-St-UNIT-6-Burlington-VT-05401",44.466926,-73.20137,110000,"4/1/16",NA,NA,NA,NA,NA,NA
"zpid_92269433","12-Truax-Rd-Milton-VT-05468",44.660268,-73.1455,279900,"4/1/16",147,3,3,1900,0.57,2007
"zpid_75415743","247-Carlstrom-Rd-Bristol-VT-05443",44.097786,-73.087452,190000,"4/1/16",145,3,1,1305,1.52,1969
"zpid_117709328","11-Clifford-Dr-102-Milton-VT-05468",44.491848,-73.195937,282000,"4/1/16",NA,0,0,0,0.0399908172635445,0
"zpid_75415679","1422-S-116-Rd-Bristol-VT-05443",44.108472,-73.097105,187000,"4/1/16",NA,NA,NA,NA,0.72,NA
"zpid_92293999","86-Pinecrest-Dr-UNIT-10B-Essex-Junction-VT-05452",44.506104,-73.121812,143000,"4/1/16",148,2,1,960,NA,1978
"zpid_92252828","4-Rosewood-Ln-Essex-Junction-VT-05452",44.491005,-73.09927,317500,"4/1/16",NA,NA,NA,NA,0.37,NA
"zpid_92292114","17-Hidden-Mdws-Milton-VT-05468",44.669916,-73.091265,251500,"4/1/16",114,3,2,2206,0.92,1976
"zpid_92252053","4-Rosewood-Trl-Essex-Junction-VT-05452",44.503049,-73.062133,317500,"4/1/16",142,4,2,2222,2.26,1969
"zpid_12649612","60-Green-Acres-Dr-Burlington-VT-05408",44.513,-73.256469,245900,"4/1/16",163,3,1,1502,715112292.74449,1950
"zpid_92003736","74-Hyde-Rd-Grand-Isle-VT-05458",44.720335,-73.315568,217000,"4/1/16",95,3,2,2276,0.55,1900
"zpid_2099099076","127-One-Way-Stockbridge-VT-05772",43.77905,-72.75878,2e+05,"3/31/16",129,4,2,NA,NA,NA
"zpid_2098965562","117-One-Way-Road-Stockbridge-VT-05772",43.780189,-72.759361,2e+05,"3/31/16",129,4,2,NA,NA,NA
"zpid_92044861","5-Ahmeek-Road-Dover-VT",42.980943,-72.888169,169000,"3/31/16",140,3,1,1206,1.7,1972
"zpid_92045014","924-Us-Route-5-Dummerston-VT-05301",42.918986,-72.537186,198500,"3/31/16",NA,NA,NA,NA,1.4,NA
"zpid_75461563","7-Willard-Ave-Fair-Haven-VT-05743",43.59491,-73.27149,88000,"3/31/16",91,3,2,960,1.7,1972
"zpid_75437204","7422-Ethan-Allen-Hwy-Saint-Albans-VT-05478",44.777671,-73.105445,90000,"3/31/16",86,3,1,1040,0.75,1962
"zpid_75455922","28-Center-St-Proctor-VT-05765",43.659592,-73.046316,170000,"3/31/16",82,3,2,2072,1.7,1981
"zpid_92263094","23-Hobbs-Rd-Milton-VT-05468",44.617164,-73.11743,110000,"3/31/16",55,3,1,1968,0.45,1968
"zpid_92026967","68-Woodbury-Rd-Castleton-VT-05735",43.606109,-73.127096,159000,"3/31/16",122,3,1,1301,2,1982
"zpid_75473677","1001-Mowrey-Rd-Jamaica-VT-05343",43.071512,-72.778247,145000,"3/31/16",NA,NA,NA,NA,6.7,NA
"zpid_92020053","17-Elmwood-Dr-Rutland-VT-05701",43.605577,-72.951583,285000,"3/31/16",122,4,3,2324,0.44,1988
"zpid_81614511","421-Wilkins-Rd-Fairfax-VT-05454",44.700442,-72.964608,202000,"3/31/16",134,3,2,1500,2,1988
"zpid_92012059","5800-Vt-Route-14-Williamstown-VT-05679",44.084568,-72.56907,112266,"3/31/16",91,2,1,1224,37,1970
"zpid_2099655568","1-Hill-Rd-South-Hero-VT-05486",44.645914,-73.302651,220000,"3/31/16",132,3,1,1662,0.53,1850
"zpid_92265247","71-Delma-Dr-Milton-VT-05468",44.637676,-73.18153,287000,"3/31/16",128,3,3,2226,0.97,1999
"zpid_91992559","138-Horton-Rd-Brandon-VT-05733",43.756796,-73.216985,165000,"3/31/16",NA,NA,NA,NA,11,NA
"zpid_92268216","169-Bay-Rd-Colchester-VT-05446",44.554572,-73.185508,220000,"3/31/16",155,3,2,1416,0.75,1940
"zpid_92290586","501-Handy-Rd-Huntington-VT-05462",44.33053,-72.948963,482000,"3/31/16",134,4,6,3594,16.1,2003
"zpid_113993501","60-Bernier-Rd-Milton-VT-05468",44.639732,-73.078788,360000,"3/31/16",NA,NA,NA,NA,173.5,NA
"zpid_115814015","189-Woodhaven-Dr-UNIT-3J-White-River-Junction-VT-05001",43.685441,-72.323653,85000,"3/31/16",81,2,2,1048,NA,1985
"zpid_92261335","5-Wildwood-Dr-Essex-Junction-VT-05452",44.488084,-73.079497,3e+05,"3/31/16",NA,NA,NA,NA,0.64,NA
"zpid_92270011","1255-E-Lakeshore-Dr-Colchester-VT-05446",44.552083,-73.194264,120000,"3/31/16",NA,NA,NA,NA,NA,NA
"zpid_92246368","50-Seth-Cir-Williston-VT-05495",44.447188,-73.101122,235000,"3/31/16",175,2,2,1342,1,1991
"zpid_92001435","42-Potter-Rd-Fairfax-VT-05454",44.70815,-73.019209,1000,"3/31/16",NA,NA,NA,NA,10.1,NA
"zpid_12648917","98-Lori-Ln-Burlington-VT-05408",44.519885,-73.245541,248000,"3/31/16",NA,NA,NA,NA,0.27,NA
"zpid_92006049","1214-Pucker-St-Stowe-VT-05672",44.476111,-72.667867,81524,"3/31/16",NA,NA,NA,NA,6,NA
"zpid_91999222","2358-Oregon-Rd-Lunenburg-VT-05906",44.434343,-71.756092,27000,"3/31/16",NA,NA,NA,NA,0.98,NA
"zpid_92252742","81-S-Williams-St-UNIT-104-Burlington-VT-05401",44.47858,-73.203237,285000,"3/31/16",324,NA,1,878,NA,2006
"zpid_92275127","283-Locust-Hill-Rd-Shelburne-VT-05482",44.419582,-73.209084,202000,"3/31/16",NA,NA,NA,NA,NA,NA
"zpid_75433316","160-Bedard-Rd-Sheldon-VT-05483",44.891124,-73.005424,185000,"3/31/16",137,3,2,1344,1,1987
"zpid_2099138075","69-Tarbell-Hill-Rd-Weathersfield-VT-05151",43.41625,-72.51955,115000,"3/30/16",106,4,1,NA,NA,NA
"zpid_12653794","298-S-Winooski-Ave-Burlington-VT-05401",44.471142,-73.210496,295000,"3/30/16",NA,NA,NA,NA,NA,NA
"zpid_2139420766","22-Valley-Rd-Brattleboro-VT-05301",42.868873,-72.613281,13000,"3/30/16",23,2,1,552,NA,1971
"zpid_75459895","1738-Creek-Rd-Castleton-VT-05735",43.628312,-73.233133,465000,"3/30/16",161,6,2.5,2880,0.5,1962
"zpid_75435645","87-New-St-E-Fairfield-VT-05448",44.785328,-72.857023,30000,"3/30/16",26,3,1,1125,714245919.924242,1900
"zpid_92042260","144-Belmont-Ave-Brattleboro-VT-05301",42.843377,-72.568383,163500,"3/30/16",148,3,1,1100,714189027.821717,1914
"zpid_124480614","310-Jennings-Brook-Dr-Bennington-VT-05201",42.8699,-73.1993,172800,"3/30/16",NA,NA,NA,NA,NA,NA
"zpid_75490508","11-Hartland-Hill-Rd-Hartland-VT-05048",43.583485,-72.450692,150000,"3/30/16",NA,NA,NA,NA,18.1,NA
"zpid_75425155","97-Bond-Ln-Dorset-VT-05251",43.245312,-73.104097,360000,"3/30/16",257,3,2,1400,1.2,1961
"zpid_75417045","762-Three-Maple-Dr-Manchester-Center-VT-05255",43.19786,-73.080388,442100,"3/30/16",153,4,4,2882,3.5,1984
"zpid_75423576","307-Gilbert-Rd-Sandgate-VT-05250",43.164878,-73.25883,120000,"3/30/16",52,3,2,2268,10,1973
"zpid_92268213","1-Hayes-Ave-South-Burlington-VT-05403",44.451578,-73.16661,174990,"3/30/16",NA,2,1,NA,NA,1980
"zpid_92270740","354-Ledgewood-Dr-Williston-VT-05495",44.461907,-73.077418,427000,"3/30/16",165,4,3,2587,1.1,1999
"zpid_124788093","959-Falls-Rd-Shelburne-VT-05482",44.370822,-73.220244,220000,"3/30/16",NA,NA,NA,NA,1.16,NA
"zpid_92281047","161-Austin-Dr-APT-1-Burlington-VT-05401",44.450124,-73.223971,266250,"3/30/16",169,2,2,1572,NA,1978
"zpid_92289315","25-Starr-Farm-Bch-Burlington-VT-05408",44.511613,-73.271376,160000,"3/30/16",112,2,1,1424,NA,1928
"zpid_75445222","1013-Stevens-Rd-East-Thetford-VT-05043",43.781402,-72.211569,5e+05,"3/30/16",189,3,2,2640,11.4,1872
"zpid_92265034","101-Eldredge-St-UNIT-308-South-Burlington-VT-05403",44.454452,-73.159581,205000,"3/30/16",NA,2,2,NA,NA,2004
"zpid_92265529","19-Saxonhollow-Dr-UNIT-H2-Essex-Junction-VT-05452",44.491441,-73.051411,225000,"3/30/16",152,3,3,1475,NA,1985
"zpid_75437072","490-Sodom-Rd-Milton-VT-05468",44.705463,-73.149391,185000,"3/30/16",143,4,1,1286,1.9,1976
"zpid_35978290","131-Main-St-APT-406-Burlington-VT-05401",44.47586,-73.213763,210500,"3/30/16",280,2,2,750,NA,1910
"zpid_2098880187","91-Breezy-Ave-Greensboro-VT-05841",44.57456,-72.29626,143000,"3/30/16",111,2,1,NA,NA,NA
"zpid_92292096","959-Falls-Rd-Shelburne-VT-05482",44.370822,-73.220244,220000,"3/30/16",124,3,2,1763,1.16,1895
"zpid_75467543","8-Greenfield-Ter-Montpelier-VT-05602",44.271473,-72.587495,256000,"3/30/16",134,4,2,1902,0.43,1969
"zpid_92265034","101-Eldredge-St-UNIT-308-South-Burlington-VT-05403",44.454452,-73.159581,205000,"3/30/16",NA,2,2,NA,NA,2004
"zpid_92289315","25-Starr-Farm-Bch-Burlington-VT-05408",44.511613,-73.271376,160000,"3/30/16",112,2,1,1424,NA,1928
"zpid_124788093","959-Falls-Rd-Shelburne-VT-05482",44.370822,-73.220244,220000,"3/30/16",NA,NA,NA,NA,1.16,NA
"zpid_12655957","161-Austin-Dr-APT-1-Burlington-VT-05401",44.44799,-73.226142,266250,"3/30/16",169,2,2,1572,NA,1978
"zpid_75472843","55-Pauls-Sq-East-Montpelier-VT-05651",44.264713,-72.485862,43000,"3/30/16",NA,NA,NA,NA,0.32,NA
"zpid_12652995","37-Hungerford-Ter-Burlington-VT-05401",44.479484,-73.207336,210000,"3/30/16",NA,0,0,0,0.0399908172635445,0
"zpid_92246009","131-Main-St-APT-406-Burlington-VT-05401",44.47586,-73.213763,210500,"3/30/16",280,3,1,750,NA,1980
"zpid_49678770","148-N-Twin-Oaks-Ter-South-Burlington-VT-05403",44.452354,-73.169189,165900,"3/30/16",168,2,1,984,NA,1980
"zpid_81622957","2527-Munger-St-New-Haven-VT-05472",44.054321,-73.115379,125000,"3/30/16",NA,NA,NA,NA,10.4,NA
"zpid_2099149610","397-Pudvah-Hill-Rd-Bakersfield-VT-05441",44.8242,-72.8062,311000,"3/29/16",151,3,2,NA,NA,NA
"zpid_92251790","60-Green-Acres-Dr-Burlington-VT-05408",44.512966,-73.256217,245900,"3/29/16",213,3,1,1152,714308803.534206,1950
"zpid_2102404090","327-Mead-Rd-Hyde-Park-VT-05655",44.623903,-72.576598,1e+05,"3/29/16",74,3,1.75,1344,3.5,1997
"zpid_75422680","1008-Middle-Pownal-Rd-Bennington-VT-05201",42.855862,-73.185662,225000,"3/29/16",NA,NA,NA,NA,10,NA
"zpid_124789038","7D-Raceway-Rd-Jericho-VT-05465",44.510616,-72.970447,165000,"3/29/16",NA,NA,NA,NA,NA,NA
"zpid_92254625","99-Eldredge-St-UNIT-203-South-Burlington-VT-05403",44.454441,-73.159511,205000,"3/29/16",NA,2,2,NA,NA,2004
"zpid_92290054","680-Macrae-Rd-Colchester-VT-05446",44.527244,-73.237569,234000,"3/29/16",NA,NA,NA,NA,0.76,NA
"zpid_75415976","1011-Route-125-Cornwall-VT-05753",44.007331,-73.209391,235000,"3/29/16",NA,NA,NA,NA,8,NA
"zpid_52954295","1-Steele-St-STE-4-Burlington-VT-05401",44.475135,-73.219612,265000,"3/29/16",294,NA,1,900,NA,1995
"zpid_92003698","7-Vessel-Rd-Grand-Isle-VT-05458",44.695732,-73.294826,160000,"3/29/16",142,3,2,1120,0.42,2007
"zpid_81624912","4463-Route-30-Middlebury-VT-05753",43.93502,-73.212493,135000,"3/29/16",62,3,1,2172,10.6,1800
"zpid_92246204","1361-E-Hill-Rd-Williston-VT-05495",44.411451,-73.061142,360000,"3/29/16",136,3,2,2628,1.9,1969
"zpid_92251206","176-Boulder-Hill-Dr-Shelburne-VT-05482",44.392526,-73.204965,729000,"3/29/16",128,4,5,5660,0.53,2006
"zpid_124789038","7D-Raceway-Rd-Jericho-VT-05465",44.510616,-72.970447,165000,"3/29/16",NA,NA,NA,NA,NA,NA
"zpid_111021992","611-Lower-Pleasant-Valley-Rd-Cambridge-VT-05444",44.633634,-72.872423,235000,"3/29/16",NA,NA,NA,NA,8,NA
"zpid_92253130","6134-The-Terraces-Shelburne-VT-05482",44.365015,-73.225339,129500,"3/29/16",NA,NA,NA,NA,NA,NA
"zpid_81624912","4463-Route-30-Middlebury-VT-05753",43.93502,-73.212493,135000,"3/29/16",62,3,1,2172,10.6,1800
"zpid_92252901","1-Steele-St-APT-4-Burlington-VT-05401",44.474698,-73.219341,265000,"3/29/16",294,NA,1,900,NA,1995
"zpid_75415976","1011-Route-125-Cornwall-VT-05753",44.007331,-73.209391,235000,"3/29/16",NA,NA,NA,NA,8,NA
"zpid_2098898335","62-64-W-Spring-St-Winooski-VT-05404",44.49511,-73.18861,420000,"3/28/16",93,8,4,NA,NA,NA
"zpid_75462914","12-Cassie-St-Barre-VT-05641",44.200492,-72.488693,139000,"3/28/16",60,3,2,2310,0.77,1962
"zpid_2146288990","5701-W-Berkshire-Rd-Enosburg-Falls-VT-05450",44.988897,-72.813812,120000,"3/28/16",58,3,3,2065,1,2007
"zpid_92042016","639-Western-Ave-Brattleboro-VT-05301",42.85046,-72.590117,69500,"3/28/16",34,3,3,2033,0.52,1890
"zpid_2099060486","1843-Black-Hole-Hollow-Rd-Arlington-VT-05250",43.05182,-73.25516,383000,"3/28/16",196,3,2,NA,NA,NA
"zpid_2105592216","26-Stone-Ridge-Dr-Rutland-VT-05701",43.597083,-72.997918,141000,"3/28/16",96,3,1.25,1456,0.32,2004
"zpid_92050511","40-Amsden-Hill-Rd-Chester-VT-05143",43.333862,-72.563399,23000,"3/28/16",NA,NA,NA,NA,1,NA
"zpid_75487968","332-Back-Mountain-Rd-Windsor-VT-05089",43.455673,-72.420068,90000,"3/28/16",NA,NA,NA,NA,4.9,NA
"zpid_75490839","619-Route-12-Hartland-VT-05048",43.60604,-72.452012,225000,"3/28/16",180,3,2,1250,10.2,1981
"zpid_75459197","157-Skyline-Dr-West-Rutland-VT-05777",43.578964,-73.042361,189500,"3/28/16",98,3,1.75,1920,0.96,1966
"zpid_92275213","28-Twitchell-Ct-Williston-VT-05495",44.473185,-73.115547,305000,"3/28/16",158,3,3,1924,0.68,1981
"zpid_75432173","54-Huntington-St-Saint-Albans-VT-05478",44.807656,-73.10015,167000,"3/28/16",122,3,1.5,1359,1,1900
"zpid_92292687","15-Shamrock-Way-Milton-VT-05468",44.648336,-73.117898,292500,"3/28/16",126,3,3,2314,1.46,2008
"zpid_92248404","75-Beach-Rd-Colchester-VT-05446",44.557927,-73.239738,225000,"3/28/16",281,2,1,800,50047113.681405,1962
"zpid_111022396","161-Cottage-St-Morrisville-VT-05661",44.554244,-72.601872,167250,"3/28/16",174,2,1,960,2.57,2009
"zpid_92030541","52-Church-Hill-Rd-Websterville-VT-05678",44.158658,-72.4713,90000,"3/28/16",74,NA,2,1211,2782624071.21074,1940
"zpid_92293083","187-Woodbury-Rd-Burlington-VT-05408",44.509216,-73.255759,220000,"3/28/16",173,3,1,1270,714578994.075987,1950
"zpid_12649863","187-Woodbury-Rd-Burlington-VT-05408",44.507923,-73.257766,220000,"3/28/16",173,3,1,1270,714578994.075987,1950
"zpid_2099192991","46-Pond-Drive-Stowe-VT-05672",44.48656,-72.72545,360000,"3/26/16",121,5,4,NA,NA,NA
"zpid_92042002","163-Oak-Grove-Ave-Brattleboro-VT-05301",42.842184,-72.562527,260000,"3/25/16",100,5,3,2579,12226333996.8297,1900
"zpid_92019657","93-Temple-St-Rutland-VT-05701",43.615674,-72.964238,128000,"3/25/16",76,3,1.5,1680,0.3,1925
"zpid_2108608256","998-E-Ash-Rd-19-Plymouth-VT-05056",43.503082,-72.704443,129000,"3/25/16",106,3,3,1400,NA,1980
"zpid_81615243","144-Jedware-Cir-Swanton-VT-05488",44.938572,-73.12674,143000,"3/25/16",56,3,3,2536,1.1,1990
"zpid_92042803","79-Melrose-St-Brattleboro-VT-05301",42.853298,-72.595686,82500,"3/25/16",NA,NA,NA,NA,0.34,NA
"zpid_75485716","8-Woodland-Dr-Springfield-VT-05156",43.299649,-72.508926,55000,"3/25/16",64,3,1,850,73119338.8878788,1956
"zpid_2099820132","36-Main-St-TRLR-15-Ludlow-VT-05149",43.395843,-72.688659,23000,"3/25/16",29,2,1,784,NA,2006
"zpid_75459840","36-Gilbert-Lane-Hydeville-VT-05750",43.6046,-73.2328,115000,"3/25/16",97,2,2,1176,0.46,1995
"zpid_75415790","131-Vincent-Dr-Bristol-VT-05443",44.089661,-73.075081,160000,"3/25/16",NA,4,2,NA,1,NA
"zpid_92255221","79-Churchview-Dr-Williston-VT-05495",44.441169,-73.081424,312000,"3/25/16",238,2,2,1310,NA,2013
"zpid_92277838","28-Hart-Springs-Rd-Milton-VT-05468",44.68414,-73.190918,389000,"3/25/16",124,3,4,3113,10.8,2007
"zpid_92260153","5-Place-Dr-B-Jericho-VT-05465",44.508567,-72.984762,179000,"3/25/16",NA,NA,NA,NA,NA,NA
"zpid_75442401","3827-N-Cambridge-Rd-Jeffersonville-VT-05464",44.69715,-72.843854,72900,"3/25/16",NA,NA,NA,NA,2,NA
"zpid_92252610","19-Forest-St-Winooski-VT-05404",44.492491,-73.195414,155000,"3/25/16",84,2,NA,1826,50106701.3744261,1870
"zpid_92286899","12-Arlington-Grn-South-Burlington-VT-05403",44.443961,-73.181205,260900,"3/25/16",NA,3,1.5,NA,NA,1977
"zpid_49675427","12-Arlington-Grn-South-Burlington-VT-05403",44.443611,-73.181129,260900,"3/25/16",146,3,3,1780,761662775.297911,1977
"zpid_49675782","1302-Brand-Farm-Dr-South-Burlington-VT-05403",44.447914,-73.169608,274000,"3/25/16",133,3,2,2056,739340343.020983,1994
"zpid_115798748","64-Mansfield-Ave-2-Morrisville-VT-05661",44.553658,-72.592922,186500,"3/25/16",152,3,2,1224,NA,2004
"zpid_115796210","110-Dimick-Rd-East-Hardwick-VT-05836",44.537883,-72.275784,195000,"3/25/16",87,3,2,2224,3.2,1985
"zpid_115793085","177-Crosby-Hts-Vergennes-VT-05491",44.159642,-73.23388,304500,"3/25/16",116,4,3,2612,1,1974
"zpid_94975294","205-Winsor-Dr-White-Riv-Jct-VT-05001",43.648548,-72.340129,205000,"3/25/16",125,3,2,1636,1.8,1957
"zpid_92008305","126-Windy-Knob-Dr-Hyde-Park-VT-05655",44.632865,-72.605758,72869,"3/25/16",NA,NA,NA,NA,2.53,NA
"zpid_81612556","1219-King-Rd-Richford-VT-05476",44.965533,-72.735847,159000,"3/25/16",102,3,1,1552,1,1976
"zpid_2099157187","70-Hoisington-Rd-Weathersfield-VT-05151",43.37261,-72.472912,102,"3/24/16",217,7,4,NA,NA,NA
"zpid_2098816317","71-73-Court-St-Middlebury-VT-05753",44.00856,-73.16187,160000,"3/24/16",74,4,2,NA,NA,NA
"zpid_2099163724","41-Hunger-Ln-Stowe-VT-05672",44.48763,-72.70638,690000,"3/24/16",197,5,6,NA,NA,NA
"zpid_2098968291","137-139-Elmwood-Ave-Burlington-VT-05401",44.48417,-73.2139,577500,"3/24/16",169,6,4,NA,NA,NA
"zpid_2098817277","4-Trailside-Executive-At-Smugglers-Notch-4-Cambridge-VT-05464",44.588458,-72.783083,313000,"3/24/16",156,3,3,NA,NA,NA
"zpid_81746240","239-Breezy-Acres-Dr-Vernon-VT-05354",42.739257,-72.49543,108250,"3/24/16",NA,NA,NA,NA,0.75,NA
"zpid_81613011","63-Berkshire-Ctr-Rd-Enosburg-Falls-VT-05450",44.988796,-72.812184,107500,"3/24/16",92,3,2,1164,0.75,1840
"zpid_91995173","217-Trumbull-Hill-Rd-Shaftsbury-VT-05262",42.970602,-73.184976,177250,"3/24/16",NA,NA,NA,NA,17,NA
"zpid_75420151","130-Beech-St-Bennington-VT-05201",42.877746,-73.185204,88302,"3/24/16",77,3,1,1136,714272172.450413,1940
"zpid_115804953","155-Dorr-Dr-Rutland-VT-05701",43.597206,-72.99399,89000,"3/24/16",79,NA,1,1120,NA,1900
"zpid_92250350","355-Al-Shir-Rd-Colchester-VT-05446",44.543328,-73.248598,215000,"3/24/16",NA,NA,NA,NA,0.46,NA
"zpid_92277892","308-S-Winooski-Ave-APT-1-Burlington-VT-05401",44.470909,-73.210484,280000,"3/24/16",209,2,2.5,1336,NA,1988
"zpid_92000624","102-Mcginn-Dr-Saint-Albans-VT-05478",44.810279,-73.139689,159980,"3/24/16",NA,NA,NA,NA,0.3,NA
"zpid_92257985","353-Golf-Course-Rd-Williston-VT-05495",44.442764,-73.058261,165000,"3/24/16",NA,NA,NA,NA,10.4,NA
"zpid_92244155","201-Stonybrook-Dr-Williston-VT-05495",44.462231,-73.114271,265000,"3/24/16",168,4,2,1575,967804730.302296,1968
"zpid_115799788","5785-Mountain-Rd-Stowe-VT-05672",44.51053,-72.764857,380300,"3/24/16",204,3,3,1709,15,1973
"zpid_53713155","2255-Greenbush-Rd-Charlotte-VT-05445",44.318755,-73.254054,310000,"3/24/16",163,3,2,1900,738980.989439853,1900
"zpid_92250715","8-Timber-Ln-UNIT-36-South-Burlington-VT-05403",44.453796,-73.167248,159000,"3/24/16",NA,2,1.5,NA,NA,1968
"zpid_12653804","308-S-Winooski-Ave-APT-1-Burlington-VT-05401",44.471138,-73.209983,280000,"3/24/16",196,2,3,1424,NA,1988
"zpid_2098865699","94-Rader-Road-Wilmington-VT-05363",42.837419,-72.856284,30000,"3/23/16",37,2,1,NA,NA,NA
"zpid_92006159","78-Cady-Hill-Rd-Stowe-VT-05672",44.45526,-72.699877,505000,"3/23/16",153,6,4,3288,2,1995
"zpid_92024402","163-Wolf-Hill-Rd-Killington-VT-05751",43.696659,-72.796031,240000,"3/23/16",179,2,2,1336,10.7,1996
"zpid_115810275","45-Route-100-West-Dover-VT-05356",42.930321,-72.847819,315000,"3/23/16",NA,NA,NA,NA,2.6,NA
"zpid_75480186","785-Hale-Rd-Guilford-VT-05301",42.810379,-72.676101,57000,"3/23/16",33,4,2,1700,1,1970
"zpid_75485596","132-Fairground-Rd-Springfield-VT-05156",43.316793,-72.507269,115000,"3/23/16",81,3,2,1415,0.5,1953
"zpid_2099225128","22-Fishing-Access-Rd-Ludlow-VT-05149",43.45583,-72.7014,517000,"3/23/16",336,3,2,NA,NA,NA
"zpid_92259523","87-Lyman-Ave-Burlington-VT-05401",44.453155,-73.213803,303000,"3/23/16",119,4,2.5,2538,0.000976248533016524,1998
